"","Recall_comprehension","Recall_writing","Recall_check1","Recall_check2","study_order","ManiCheck_esteem_1","ManiCheck_esteem_2","ManiCheck_esteem_3","ManiCheck_mean","Exp1_check","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_check","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_check","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_check","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1_1","MASC_set1_2","MASC_set1_3","MASC_set1_4","MASC_set1_5","MASC_set1_6","MASC_set1_7","MASC_set1_8","MASC_set2_1","MASC_set2_2","MASC_set2_3","MASC_set2_4","MASC_set2_5","MASC_set2_6","MASC_set3_1","MASC_set3_2","MASC_set1_mean","MASC_set2_mean","MASC_set3_mean","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","Duration__in_seconds_","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"632",3,"I was scheduled to go on vacation in April of 2020. I had been planning this vacation for over a year and because of COVID, the state where I was going shut down all lodging and vacation rentals so my vacation was canceled. I rescheduled for a month later, and it was canceled again. I went through this process three times and then gave up. I was finally able to reschedule for June 2020, but I basically holed up in an ocean front house on a private stretch of beach instead of my intended vacation.","Frustrated and sad because people could not be bothered to take the precautions to prevent or shorten the lockdown and because my plans were ruined.",3,"Exp2First",6,2,6,4.66666666666667,1,2,1,5,3,7,2,3,1,3,4,5,NA,NA,NA,NA,6,4,7,4,7,2,7,2,2,6,6,4,4,2,4,6,4.6875,3.75,5,1,5,39,2,"United States","United States",3,7,6,"3MMN5BL1WZ505S5MPHN5BDOIQR33MV","38G0E1M85M618PFLSQEVWY1CSASUVM","","",950,"Negative",3,4,5
"633",3,"It happened a few days ago actually. I normally wear a wig now since I'm starting to lose my hair. However, I wasn't able to wear one to the scan I had to do at the doctors so I felt super self conscious and embarrassed the whole time. I don't even think anyone was looking at me but it still didn't help me with the anxiety.","I felt very self conscious and had a lot of anxiety during this time.",3,"Exp2First",2,2,7,3.66666666666667,1,1,3,4,3,9,1,1,NA,NA,NA,NA,1,4,2,6,1,1,3,2,2,4,2,3,4,3,6,4,5,2,5,4,3.375,3.75,4.5,2,8,30,1,"USA","USA",2,7,5,"3TPWUS5F892KN4VJMC4TDEU3U6VWCE","3MWOYZD5WVPTNFMFUDGVNBFAOL2NOL","","",706,"Negative",4,2,6
"634",3,"A negative event in my life is when I lost someone who I thought was a friend.We had been friends for over 8 years at the time.I had noticed a slight difference in their behavior towards to me due to the fact that they had made some new friends.One day we got into an arguement and they called me some names.I was very hurt as I have never done anything to deserve it.Other people had told their personal business and they never acted like this to them.After the incident we didn't talk for 2 years.We have recently started talking a little but it is NOT the same at all.I was/am still very hurt over it.","hurt",3,"Exp2First",5,3,6,4.66666666666667,1,2,1,1,3,9,2,2,1,2,8,8,NA,NA,NA,NA,5,2,2,5,6,3,4,5,1,1,4,5,5,1,5,7,4.25,3.16666666666667,6,2,4,43,2,"United States","usa",2,7,7,"34T446B1C0FRFEUYT5B86JLZT1GC0S","3SMIWMMK616ENEFQI0JRI0KQZJUWUY","","",688,"Negative",2,8,8
"635",3,"I will never forget this event.  I was in the 7th grade at school. Also, I was the fat kid in the class.  I was in history class, and I turned around and looked at the clock. My teacher Mrs. Nelson was mad because I looked at the clock and slammed her book closed and said there would be a test the next day because of me.  I was already made fun of in school for being fat and this made things worse for me.","Sad and mad",3,"Exp1First",7,7,7,7,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,1,1,1,1,7,1,1,7,7,1,7,1,1,1,7,7,3.5,3.25,7,4,11,64,2,"USA","USA",4,7,7,"3KGTPGBS6XMUXIECUJ0MJD0KXZ72UC","3QTFNPMJC6J5MJ0MWMRC39ME8P5ZNZ","","",963,"Negative",9,1,1
"636",3,"A negative event that I experienced was with a conflict with a best friend. My best friend and I had an argument over the recent supreme court decision to ban abortion. I was in favor of having women choose what they want to do with their bodies while my friend was all about protecting the life of the unborn child. I was very disturbed to find out my friend that I thought I had known so well all these years would disregard women ability to choose for themselves. Because of that negative event I no longer have a best friend anymore and it makes me very upset. I need to make a new friend that can understand and share my points of view so that we can make the world a better place for everyone including the future for women and their right to choose for their own well being.","I feel very sad and emotionally drained. I miss having a best friend.",3,"Exp1First",5,3,4,4,1,5,4,5,3,2,3,3,NA,NA,NA,NA,1,4,3,4,4,4,4,5,5,3,3,2,5,3,6,5,3,5,3,4,4.125,4,3.5,4,2,27,2,"united states","united states",4,7,6,"3NJM2BJS4W7U3VYIAQQYLKM719SPCC","3BO3NEOQM0IC7AHNNEYLH8ZOD54IA1","","",596,"Negative",4,3,4
"637",3,"Losing my childhood home to foreclosure was a devastating experience that crushed my spirit and took me years to get over.","I am angry at my parents for their financial incompetence.",3,"Exp1First",7,7,7,7,1,1,1,1,3,8,1,1,1,7,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,4,2,4,4,4,4,3,3,2.75,3.58333333333333,3,1,18,31,1,"United States","United States",4,7,6,"3PB5A5BD0V7IE1ANGQS0BPG1Z7F7GY","3XQ4XW3OD9DCWLPFFBZKFSMDAFES2W","","",667,"Negative",7,1,1
"638",3,"Near the beginning of this year I lost a beloved guinea pig. Her name was Jojo. She was my oldest (of 6) and always full of life. In particular, she very much loved attention, being pet and held. She also loved her veggies. She'd always get so excited whenever it was veggie time by running up and placing her paws on the side of the cage then proceed to wheek profusely. All of that came to an unexpected back in January. I woke up that morning around 7am to sweep the cage and give them their morning veggies. She did her usual routine of running up to the side of the cage in excitement then proceeded to eat as she normally does. All was seemingly well. About an hour later, I went in to check on them. I use a fleece blanket which has a pocket at one end (for burrowing under), and Jojo's favorite spot was under the pocket. I could see she was sitting under the pocket, so I went to lift it up to greet her only to find her laying there lifeless. I was completely devastated. She had not been showing any signs of an illness or exhibiting any behavior changes leading up to this so I legitimately have no idea what happened to her.","Confused grief. As I mentioned, prior to her passing, she showed no signs of illness or behavior change. I really wish I knew what happened.",3,"Exp1First",6,6,7,6.33333333333333,1,4,5,4,3,6,2,2,NA,NA,NA,NA,1,2,8,8,2,2,4,2,4,2,3,3,3,1,6,5,5,6,5,5,3.625,3.91666666666667,5,0,10,34,1,"United States","United States",4,7,6,"35K3O9HUABEX9GT2SE0OZE86KFIFES","3J5XXLQDHMCH9V22D6IU9PBCFX8V3F","","",1087,"Negative",2,8,8
"639",3,"My best friend of 2 decades recently told me that she is moving out of my apartment and I have to find a new place to live. It was negative because it came out of nowhere and made me feel betrayed, like I did something wrong.","I felt really betrayed because I was blindsighted.",3,"Exp2First",3,1,5,3,1,1,3,2,3,5,2,4,NA,NA,NA,NA,1,4,1,1,3,3,3,5,2,4,2,5,3,2,2,5,4,4,7,6,3.9375,3.41666666666667,6.5,6,7,34,2,"USA","USA",2,7,5,"3CTOC39K37RS530OOWD3828HRZUJ7C","3NKW03WTLM8MVL891RZM8ZN1WYOWQT","","",1415,"Negative",4,1,1
"640",3,"A negative event in which I felt disappointment just happened recently. Just the other day, I was told that a few work tasks I had done were wrong. It turned out there were some instructions that I had missed and the end result was incorrect.","I felt disappointed and frustrated since I had missed it but also that it was somewhat avoidable if prepped correctly.",3,"Exp1First",4,4,4,4,1,2,2,2,3,8,1,1,1,6,5,2,NA,NA,NA,NA,6,5,4,5,6,5,5,5,4,2,5,4,4,4,3,6,4.8125,3.66666666666667,4.5,1,7,38,1,"United States","United States",4,7,4,"36H9ULYP62V5KWFU6FBFWULYPNDJFG","375VSR8FVWAQ1HSEPT8TCTRO9MUZRN","","",769,"Negative",6,5,2
"641",3,"When I worked for a cable network and got called into the office and was fired.  I had been there for six months and the day before, I was getting a promotion.  It has made me nervous to this day about being fired or losing clients.","I was shocked and then very upset.  I didn't know what I would do since this was a job in a dream company.",3,"Exp2First",2,2,2,2,1,3,2,3,3,7,3,3,1,6,4,5,NA,NA,NA,NA,7,6,5,5,5,7,3,6,2,2,5,5,5,2,6,7,5,3.5,6.5,2,2,51,1,"United States","United States",2,7,4,"32SCWG5HIH55NEPH0ZDVZKUX5NHP6K","3KL228NDMVN4NWKE9HB7QAP4346KGQ","","",769,"Negative",6,4,5
"642",3,"I was going through a divorce.  The divorce was contentious and we were fighting over custody of our son.  A person who I thought was a friend of mine was actually having an affair with my soon-to-be ex-husband and would tell him everything I had said and also would tell him things that were in sensitive documents I obtained for the divorce.","I felt disappointed and betrayed.",3,"Exp2First",6,6,6,6,1,1,1,1,3,2,5,5,NA,NA,NA,NA,1,1,9,9,4,1,1,2,1,1,4,1,4,1,7,4,4,1,6,7,3.1875,3.5,6.5,3,11,54,2,"United States","United States",2,7,4,"35BLDD71I6YKG86OOGJ52ACAWFEVZ1","3J6BHNX0U9TAXO10WLO2GUY14GSKNY","","",1567,"Negative",1,9,9
"643",3,"I had a doctors appointment at a new office and as such, i had to refill my information again at the front desk, expect, the form had to be filled out a certain way. The receptionists was very strict about it so i made sure to hone in every detail she said about the form and then proceeded to fill it out the way she told me. A minute later after handing the form in, she called me to the front and said i did not fill it out the right way in a slightly raised voice so everyone else behind me could here it , wouldn't elaborate any further and tossed the form back at me. I had written down notes on what she had told me to do and pointed that out to her and asked what exactly is wrong with the form. She then looked at me in a disappointing manner and then left her station. I was standing there confused until a different receptionist walked up to the front and accepted my form. I asked her was there anything wrong with it and she said everything on the form looked fine. I then went back to my seat wondering what exactly the previous receptionist problem was with me. It seemed she just felt like being mean that day.","I felt embarrassed and upset. She made a fuss about the form infront of a small group of people behind me, and i filled out the form exactly the way she told me to but still wouldnt accept it when the other receptionist did. I guess she didnt want to admit fault.",3,"Exp2First",2,2,3,2.33333333333333,1,2,2,3,3,9,1,2,NA,NA,NA,NA,1,4,3,7,3,4,4,6,6,3,4,7,4,1,6,4,6,3,6,4,4.5625,3.75,5,3,3,36,1,"United States of America","United States of America",2,7,4,"37XITHEISWAFF8EXNIUNQFMM2RFCRQ","3SMIWMMK616ENEFQI0JRI0KQZJUWUY","","",1647,"Negative",4,3,7
"644",3,"I was talking to my friend outside of my church, when my daughter walked past me and did not speak to me. She has had her mind poisoned against me by my ex-wife. I spoke  to her as she was passing by us (my friend and I) and then she gave me a mean look and walked away.","disappointed, sad  I felt that way because I miss fellowship with her and my other children.",3,"Exp1First",7,7,7,7,1,1,1,1,3,9,1,1,1,8,2,1,NA,NA,NA,NA,2,2,6,5,6,5,1,1,3,3,5,2,6,5,5,6,4,3.75,5.5,2,2,59,1,"USA","USA",1,7,6,"3G5W44VEU7J69GH7ZKH9FULN5REKGG","3SMIWMMK616ENEFQI0JRI0KQZJUWUY","","",1090,"Negative",8,2,1
"645",3,"This happened during the pandemic last year. I was unable to finish my project on time. My supervisor was annoyed and angry at me. I remembered feeling stressed and nervous. I felt embarrassed about the whole situation while telling my friends about it.","I was disappointed at myself.",3,"Exp1First",5,5,5,5,1,3,3,4,3,8,2,2,1,7,2,2,NA,NA,NA,NA,2,1,1,1,2,1,2,1,5,5,5,6,6,6,3,4,2.9375,4.5,3.5,2,3,29,1,"United States","United States",4,7,6,"3HYA4D452RK5E0HMZU5NXDZHNCRF2P","3PA41K45VN5M5U6TT6CLGEYAYBTP7T","","",1605,"Negative",7,2,2
"646",3,"I am going to write about a time when someone close to me got very sick. That someone was my mother. I had just given birth to my first daughter 12 years ago, when I found out she had Ovarian Cancer. She passed away three years ago.","I feel heartbroken and lost. I feel like anyone would feel if they lost their mother.",3,"Exp2First",4,4,6,4.66666666666667,1,4,3,1,3,9,2,1,1,5,1,2,NA,NA,NA,NA,5,2,3,4,3,2,4,3,4,6,5,4,4,6,4,2,3.875,4.16666666666667,3,0,13,40,2,"United States","NJ",4,7,6,"3X31TUMD7XNKP79M2187N7UWS20L1K","336OE47KI2LE0T4QNQTWEMM9DQ3WVN","","",540,"Negative",5,1,2
"647",3,"The AC in my car stopped working. I saved up $1,000 to get it repaired. I took it to the mechanic's they said it would cost $1,600. I didn't have enough money to get it fixed so now I sweat when I drive.","I felt embarrassed to be too poor to fix my car. I also felt anxious to know that I'd be hot and sweaty when driving.",3,"Exp2First",6,4,5,5,1,7,3,3,3,7,3,4,NA,NA,NA,NA,1,3,6,6,2,2,1,2,3,1,5,3,3,1,6,6,5,4,6,7,3.4375,3.83333333333333,6.5,0,12,44,1,"United States","United States",1,7,2,"3XUHV3NRVKZHRTRFC3VLY5E6N1X5HG","391JB9X4ZY94F6G0KK923F91ZQIKMY","","",833,"Negative",3,6,6
"648",3,"My boyfriend at the time unexpectedly broke up with me, and up until that point I thought we had both been happy and deeply in love. So not only was I sad and disappointed, but I felt embarrassed because if I had known how he felt I would've acted very differently towards him the last few days.","Sad and disappointed because I had been envisioning a happy ending with us and it was very different.",3,"Exp1First",7,6,7,6.66666666666667,1,1,2,1,3,9,1,1,1,2,5,6,NA,NA,NA,NA,6,4,3,2,3,4,5,6,4,2,5,3,5,5,5,6,4.3125,3.75,5.5,3,17,35,2,"United States","United States",3,7,6,"3CFVK00FWLMFWTAJ87KOI3LD0DG6L3","3XT3KXP24ZZBK85KX1H913X2HMEI6B","","",1315,"Negative",2,5,6
"649",3,"when i was born my grandma knitted me a baby blanket. i loved it and always had it with me. one time when traveling i left it in a hotel. i didn’t notice until the next day. i called and they said it was probably thrown out. i was devastated. it broke my heart and i went through a brief period of grief.","sad because it was the most important item i had.",3,"Exp1First",2,2,2,2,1,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,7,7,4,7,4,5,5,5,2.75,4.58333333333333,5,3,10,28,2,"usa","usa",4,7,7,"3SKEMFQBZ36RG1BPGM5LNH4PH80K8Z","3J5XXLQDHMCH9V22D6IU9PBCFX8V3F","","",1702,"Negative",9,1,1
"650",3,"The event that comes to my mind is time I applied for a new position that had opened up on my job. I felt as though I was in a good position to get hired for this position, due to my experience with the company and time in my current position. Unfortunately, I did not get the position.","Disappointment; I felt this way because I thought I had a real shot of getting this position.",3,"Exp2First",6,6,6,6,1,2,5,5,3,9,1,1,NA,NA,NA,NA,1,8,1,1,4,2,2,4,3,3,2,2,3,1,2,5,4,3,4,7,3.625,3.25,5.5,1,12,40,1,"USA","USA",3,7,1,"3R3YRB5GRF4J2L9G7YT1PVJI9NYAUQ","3DIIW4IV8PWX5L16EDOU45DOLV8I4Q","","",1398,"Negative",8,1,1
"651",3,"Well somebody ran over Princess and left her and she was already hours dead when we all came home. We have a 2K' driveway with a roundabout so this was no where near the road. 

We all cried and cried and wailed. shit we didn't cry like that when Grandma died. She was a run black labador and I feel sad about it now eventho' it happened many decades ago. She died probably over hours of internal bleeding. They could've gotton her to the vet and just left her there.","very fucking sad",3,"Exp2First",4,2,4,3.33333333333333,1,5,3,1,3,7,5,2,1,5,5,5,NA,NA,NA,NA,7,1,7,4,7,5,3,7,4,6,4,7,4,4,7,7,4.8125,4.16666666666667,7,11,0,61,2,"USA","USA",1,7,6,"36TFCYNS44BQTCBPI9EGQO5QG06XHH","3H4IKZHALBJB5UM3TYGI8MF5YBXNN6","","",624,"Negative",5,5,5
"652",3,"I recall when my son and wife divorced. His wife would be moving away and I would not see my first grandchild again.","I remember feeling very sad and I was brought to tears.",3,"Exp1First",6,6,6,6,1,1,3,1,3,9,1,1,NA,NA,NA,NA,1,6,2,1,3,2,1,1,2,2,2,4,5,3,4,3,5,5,6,5,3.3125,3.83333333333333,5.5,1,6,67,2,"United States","United States",3,7,6,"3EO896NRAWWF31XV1ZG4DY0ZGWMJTP","3FULMHZ7OUYJ14RXZSMMWYK524T4MT","","",1620,"Negative",6,2,1
"653",3,"I was walking up to a stage to accept an award and i was excited and not paying attention to the stairs and i tripped and fell on the stage hitting my head, i was bleeding and not feeling good after the fall","i felt upset embarrassed and surprised i did what i did.",3,"Exp1First",6,6,7,6.33333333333333,1,7,7,6,3,8,1,1,1,6,3,3,NA,NA,NA,NA,5,1,1,3,2,1,1,2,2,1,7,6,5,2,3,5,3.25,3.66666666666667,4,2,2,34,1,"usa","usa",4,7,7,"3H8DHMCCW9C3XW7GXUG199IQSZXDKY","373L46LKP77EEYAFHNWANNHKVWNKJU","","",1200,"Negative",6,3,3
"654",3,"A negative event in my life was an instance when my father was very ill and could not work. I was very young, about six years old, and remember being hungry since my family was running out of food.  We had no extra savings or cash and had to rely on neighbors to bring us some food.   Our neighbors did bring us a box of government-funded food such as dehydrated eggs, dry milk, etc.","I feel fear or anxiety because running out of food and being hungry might happen to me or almost anyone.",3,"Exp2First",5,4,6,5,1,3,3,2,3,9,1,1,1,3,7,5,NA,NA,NA,NA,6,5,4,4,7,6,5,4,2,2,6,3,6,2,6,7,4.8125,3.5,6.5,2,6,70,2,"United States of America","United States of America",4,7,2,"3634BBTX0OV9PLVOOXQFKT6YC8OIF3","3PIOQ99R7YNO0K6CQZS4MH7Z67QUN5","","",1910,"Negative",3,7,5
"655",3,"A negative experience that I had recently was during the birth of my last child. I had to have a C-section and my baby had to be taken to the nicu immediately so I didn’t get to bond with him right away. It was very traumatic and I wish it could have happened differently.","I feel very sad and regretful that it happened the way it did.",3,"Exp1First",4,1,4,3,1,1,3,2,3,9,1,1,NA,NA,NA,NA,1,4,2,2,1,1,1,1,1,1,1,1,2,4,7,7,2,4,2,4,2.75,3.91666666666667,3,5,14,39,2,"United States","United States",2,7,3,"33PPUNGG386SN1P7FWEV1DN7B92RZ5","3FULMHZ7OUYJ14RXZSMMWYK524T4MT","","",698,"Negative",4,2,2
"656",3,"When I lost a pair of sunglasses that costed alot and I liked alot","Upset",3,"Exp2First",7,7,7,7,1,1,1,1,3,9,1,9,NA,NA,NA,NA,1,3,5,5,7,6,7,7,1,5,7,7,5,7,7,7,7,4,5,7,5.1875,4.83333333333333,6,6,5,28,1,"Usa","Usa",2,7,7,"354P56DE9K4L46JEBQMH03Z4NI7S71","3B6F54KMR2D5707JW7Z6A9C8I90S1F","","",2942,"Negative",3,5,5
"657",3,"One time something negative happened to me was when I had a medical issue. I could feel my heart racing in my chest for no reason and I had to go to the hospital. I was anxious and panicked the whole time.","I feel dread and anxiety about the event.",3,"Exp2First",2,2,3,2.33333333333333,1,4,2,2,3,6,2,2,1,4,3,2,NA,NA,NA,NA,4,4,3,4,4,4,4,5,5,2,4,4,5,3,6,5,4.25,3.66666666666667,5.5,5,6,35,4,"USA","USA",2,7,4,"36V4Q8R5ZK1SCTBONSZ1OLHT0JQQMU","3SD15I2WD2VWU5N1CYAMXXVDY4N362","","",665,"Negative",4,3,2
"658",3,"I am thinking about the death of my husband from cancer on February 13, 2022.","I feel sad because I miss his company.",3,"Exp1First",3,2,5,3.33333333333333,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,2.75,5.25,4,9,19,63,2,"United States","United States",4,7,7,"3OSWBBLG1EY9HW6NWDVQZ3QSO8MDXX","3H4IKZHALBJB5UM3TYGI8MF5YB2NNB","","",567,"Negative",9,1,1
"659",3,"I would say when I had to cancel all my travel plans due to the pandemic. I had to call off all my travel plans without a date of when I could visit my parents. It had already been 3 years and now it was looking like at least another year.","Sad and helpless is how I felt, I was worried that they could get sick and I would never see them again.",3,"Exp2First",5,6,6,5.66666666666667,1,1,4,1,3,9,1,1,NA,NA,NA,NA,1,3,1,1,1,1,1,1,1,1,1,1,4,2,5,5,4,1,6,5,2.75,3.5,5.5,2,15,37,1,"USA","USA",4,7,3,"32EYX73OY0AB12VX99FNKL8S9RWRUP","3YGYP13641AWKSEVM5XZH6KFZ8RNRZ","","",684,"Negative",3,1,1
"660",3,"Last week, I felt a sharp pain in my back while exercising. I have a history of severe back problems, so I was very anxious about the possibility that I had reinjured myself. As the pain got worse, I started getting depressed thinking about all the things I wouldn't be able to do for the next few months.","Depression. I knew how negatively it was going to impact my life for the foreseeable future.",3,"Exp1First",1,5,4,3.33333333333333,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,2,7,6,4,3,6,7,7,4,7,4,3,2,4,3,7,6,2,4,4.875,3.83333333333333,3,8,13,41,1,"United States","United States",4,7,3,"33CID57104UGZAN1P5MQB09TQMN3L3","3YCT0L9OMMA8L7E81UX47GPBLAANSN","","",1062,"Negative",2,7,6
"661",3,"My brother passed away several years ago very suddenly and unexpectedly. It was the first time I experienced the loss of a sibling. It was painful and difficult for the whole family.","Pain and grief from losing a loved one.",3,"Exp2First",7,6,7,6.66666666666667,1,1,1,5,3,9,1,1,NA,NA,NA,NA,1,8,5,4,6,1,1,4,6,1,1,1,7,7,7,7,7,7,2,4,3.5625,5.25,3,3,13,64,2,"US","US",2,7,7,"3AMW0RGHOD3DUZV9ZGZC1VGJ0DFPN3","3YCT0L9OMMA8L7E81UX47GPBLAANSN","","",836,"Negative",8,5,4
"662",3,"A negative event that happened to me was when my ex partner, who had long been emotionally and mentally abusive towards me, eventually became physically abusive and attacked me one night after drinking. I thought he was going to kill me. He destroyed my new phone and pulled me back into the apartment when I tried to run. The neighbor heard me screaming as he hit me and called the police. It was the last time I ever saw my ex partner as he was arrested that night and there was a no-contact order imposed by the court.","I feel sad, but free now.",3,"Exp1First",4,3,5,4,1,1,1,2,3,3,8,2,NA,NA,NA,NA,1,2,2,7,2,2,3,3,5,5,4,6,4,3,4,4,4,3,5,6,4.125,3.58333333333333,5.5,3,3,34,2,"USA","USA",1,7,7,"3MD9PLUKKIF783XFMPXESTIXACLNZL","37Y5RYYI0P6DX1SC30KD5IG9NOKSXC","","",1267,"Negative",2,2,7
"663",3,"I was staying at a Hotel in Barcelona with my husband as a second honeymoon and a quick ten days away from our kids. We arrived and unpacked and immediately went out for a drink and a bit of sightseeing. We had a lovely time and arrived back to our hotel room to find we had been robbed. Laptops, tablets, jewelry, clothes and passports were gone and after reporting to the police we found out it was a daily occurrence!","I felt violated and very angry as our trip was ruined.",3,"Exp1First",6,5,6,5.66666666666667,1,5,3,4,3,7,2,4,1,8,1,2,NA,NA,NA,NA,2,6,4,5,4,5,2,6,4,3,4,5,3,2,2,5,4.375,3.5,3.5,6,4,41,2,"usa","usa",4,7,6,"388U7OUMF72VLGJHB213VEKLT2SR0M","3NOEP8XAU43GK9CKBJGJADBY04DPXT","","",836,"Negative",8,1,2
"664",3,"I found out that my partner at the time was emotionally very close to another girl and was probably emotionally cheating on me with her","I feel angry and furious and horrible because it made me feel not good enough",3,"Exp2First",1,1,1,1,1,1,2,1,3,6,1,1,NA,NA,NA,NA,1,4,5,4,1,2,1,2,1,1,1,1,6,7,1,2,5,7,5,6,2.875,4.08333333333333,5.5,8,14,21,2,"USA","USA",5,7,1,"3O6CYIULED2G9YCJ83PT7KG916BWUX","3D1UCPY6GGAJYJ6P5D7KHBR44ZD38O","","",865,"Negative",4,5,4
"665",3,"My sister texted me to let me know she was going on vacation for her birthday. When I asked her to let me know when she landed in Jamaica and inquired who she was going with she did not respond. I then reached out on her actually birthday to wish her a happy birthday, I again didn't get a response. I feel she was upset I couldn't afford to purchase her a gift and was hurt she didn't respond to my inquiry and well wishes.","I felt anger and sadness. I felt anger because she didn't respond to my text and sadness because we lost our mother recently and we only really have each other.",3,"Exp1First",5,5,7,5.66666666666667,1,1,5,3,3,9,1,1,1,9,1,1,NA,NA,NA,NA,7,2,5,5,5,5,1,7,3,3,5,5,6,3,5,7,4.5625,3.83333333333333,6,0,0,49,2,"United States","United States",1,7,3,"3ATTHHXXWAPQP7M9ORW1Q065GDTXII","3JGHED38EDSGE8YUKT84T5RM2G1Y71","","",1496,"Negative",9,1,1
"666",3,"I broke up with my girlfriend last November and it's still painful to me even now. We were together for 5 years. Due to some unavoidable circumstances, we had to part ways. It is one of the most painful events that have ever happened in my life.","I felt very sad about it.",3,"Exp2First",2,3,2,2.33333333333333,1,5,5,4,3,3,7,7,1,3,9,5,NA,NA,NA,NA,4,4,3,3,4,3,4,3,4,3,4,5,4,4,5,6,4,3.75,5.5,0,2,23,1,"USA","USA",2,7,3,"3P529IW9KYMBFM3U90NSC9YQTCTLFV","3YCT0L9OMMA8L7E81UX47GPBLAASNS","","",701,"Negative",3,9,5
"667",3,"My friend Adam and I had a falling out after his partner died.  He was so distraught and things that he used to find funny and amusing about me started to just annoy him and he stopped being my friend.","Surprising.  His change in attitude took me off guard.",3,"Exp2First",5,4,5,4.66666666666667,1,2,1,3,3,3,1,3,NA,NA,NA,NA,1,2,6,3,4,4,5,3,6,6,6,5,5,4,3,4,5,4,6,3,4.6875,3.83333333333333,4.5,2,8,57,1,"United States of America","United States of America",2,7,4,"3RSDURM96AN397AXX4SCOZFMQQIYEI","3EGKVCRQFWT3GK1KXAKKY7DIL6SYBN","","",667,"Negative",2,6,3
"668",3,"I got into an argument with my girlfriend and her grown daughter was in the next room. Even though my girlfriend and I made up later, for a while her daughter did not want me around and blamed me for the argument, even though her mother started it. She knows her mother is bipolar and should have recognized the signs.","embarrassed and sad",3,"Exp1First",6,4,7,5.66666666666667,1,1,1,1,3,9,1,1,1,8,1,1,NA,NA,NA,NA,5,2,2,3,1,3,2,6,4,1,3,2,1,3,5,4,3.75,2.91666666666667,4.5,1,7,70,1,"USA","USA",3,7,5,"3H8DHMCCW9C3XW7GXUG199IQSZ9DKA","3ICOHX7ENCC4QSHJZTB17NPJCQR0EP","","",728,"Negative",8,1,1
"669",3,"Earlier this month I noticed that my car was making strange noises and that the muffler was hanging fairly low to the ground. I was due for an oil change so I asked my mechanic to check my car for added problems. Due to a sway bar pin missing and other problems my muffler had a hole and needed replacing. A small maintenance appointment turned into a repair job that costs hundred of dollars. The repair came right before I had planned on a 3 day getaway but after paying for the bill I decided to just cancel the trip.","Sad and relieved that at least I fixed the car rather than breaking down on vacation.",3,"Exp2First",6,6,6,6,1,1,1,1,3,9,1,1,1,6,2,2,NA,NA,NA,NA,3,2,3,2,3,2,2,3,4,4,2,3,5,4,6,5,3.5,3.58333333333333,5.5,0,6,57,2,"USA","USA",4,7,5,"3PJUZCGDJ6H7Z5SYCPEWX8Q96E1896","344M16OZKIG7BO9Q0ZDZIZLWKJ1NEM","","",634,"Negative",6,2,2
"670",3,"September 11, 2001 was very negative for me. It's so tough imagining that there might be more attacks or another war. However, the country did come together.","Sad Scared",3,"Exp1First",7,6,7,6.66666666666667,1,1,1,1,3,2,8,8,1,7,2,1,NA,NA,NA,NA,6,4,6,6,2,1,5,7,6,4,5,5,6,5,6,6,4.5625,4.33333333333333,6,5,10,43,1,"USA","USA",1,7,7,"3S3AMIZX3U6LEYVS5HZ3LQ5INQZDCW","3HEM8MA6H9DWBCB8P5LRG5F531QPQW","","",1525,"Negative",7,2,1
"671",3,"Not long after I moved to the house in which I now live, there was flooding in the region, and my entire neighborhood was flooded. Many of the yards in the area - mine included - were completely flooded. We were stranded indoors for 4 days!","At the time, I was worried and felt hopeless. I wasn't sure when the water would recede and whether it would damage our home and/or belongings.",3,"Exp1First",4,5,5,4.66666666666667,1,1,3,2,3,9,3,2,NA,NA,NA,NA,1,4,3,4,5,3,3,6,5,4,4,5,5,3,5,6,3,2,2,5,4.4375,3.75,3.5,0,5,60,2,"United States","United States",2,7,3,"3AMYWKA6YBNN2EDGLZ0GAKP7VIU6OT","31N9JPQXIPJJVY0SQ0L532I9CZTNH2","","",2470,"Negative",4,3,4
