"","study_order","ManiCheck","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1","MASC_set2","MASC_set3","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"740","Exp1First",3.66666666666667,8,1,1,6,6,5,NA,NA,NA,3,4,2,4.1875,3.83333333333333,3,3,4,95,4,"Montes facilisis gravida tortor augue id laoreet ante, venenatis, pede! Urna porttitor! Amet dolorem.","Vestibulum suspendisse fusce. Eget ante, pede bibendum pellentesque diam, vehicula wisi.",6,5,7,"","","","","Neutral",3,4,2
"741","Exp1First",2.33333333333333,1,9,8,6,7,4,NA,NA,NA,4,8,6,4.25,3.58333333333333,6,7,4,19,3,"Est justo vivamus risus bibendum curabitur platea temporibus tempora ultricies ultricies.","Nonummy! Platea eu tempor euismod? Nunc integer sodales viverra atque pharetra.",2,4,4,"","","","","Neutral",4,8,6
"742","Exp1First",2,2,7,1,9,5,9,NA,NA,NA,7,5,2,3.9375,3.91666666666667,6.5,5,7,78,4,"Bibendum, fusce risus ridiculus dolor cursus. Bibendum purus atque mattis rhoncus. Augue dapibus sed.","Urna egestas nulla dui! Iaculis. Odio aliquet sed dapibus luctus? Vestibulum urna eleifend.",4,2,7,"","","","","Neutral",7,5,2
"743","Exp2First",2.83333333333333,9,6,2,2,3,7,NA,NA,NA,1,2,3,4.25,4.16666666666667,4.5,6,6,46,1,"Suscipit sapien ab purus! Culpa? Nibh porttitor viverra iaculis suspendisse.","Ultrices sollicitudin vel ullamcorper sollicitudin imperdiet ut molestie ac duis dictumst iaculis vitae mauris! Commodo.",3,7,5,"","","","","Neutral",1,2,3
"744","Exp1First",2.83333333333333,3,4,3,3,7,4,NA,NA,NA,8,4,4,4.125,3.58333333333333,6,2,4,64,4,"Auctor blandit consectetuer ab, venenatis suspendisse, dapibus metus vehicula potenti luctus tincidunt lacus mauris vestibulum.","Potenti praesent cras culpa ligula blandit, molestie imperdiet, mattis magnis per tellus.",2,1,2,"","","","","Neutral",8,4,4
"745","Exp1First",2.16666666666667,2,4,6,5,1,7,1,3,4,NA,NA,NA,4.875,3.58333333333333,3,7,3,85,1,"Bibendum suspendisse id tempora. Convallis in duis dignissim. Odio wisi quis vitae quam! Tortor.","Porta porttitor sollicitudin blandit placerat dolorem? Aliquet! Elementum morbi culpa.",2,3,3,"","","","","Neutral",1,3,4
"746","Exp1First",2.16666666666667,8,5,6,9,4,9,NA,NA,NA,8,3,2,4.125,3.75,5,7,4,44,4,"Molestie. Sollicitudin? Vel cursus platea blandit pellentesque eleifend suspendisse etiam. Nunc ipsum.","Natoque ultrices porttitor diam wisi facilisis aliquam at. Risus consectetuer viverra egestas ab? Venenatis, porta.",6,7,4,"","","","","Neutral",8,3,2
"747","Exp1First",1.5,4,4,6,9,6,4,NA,NA,NA,7,2,1,4.4375,4.16666666666667,5,4,3,90,1,"Viverra dolorem, amet vehicula natoque. Commodo pretium. Donec neque etiam nec.","Volutpat odio dolor vestibulum consectetuer bibendum sodales. Tellus? Velit nullam fermentum.",3,5,5,"","","","","Neutral",7,2,1
"748","Exp1First",2.5,5,6,5,2,1,3,4,9,5,NA,NA,NA,4.6875,4.16666666666667,4.5,4,4,69,3,"Quis duis ipsum luctus natoque. Fusce ipsum sem vivamus. Sagittis.","Sem orci neque per nonummy sollicitudin nonummy culpa fringilla rhoncus bibendum tempora justo.",5,3,4,"","","","","Neutral",4,9,5
"749","Exp2First",2.33333333333333,9,9,8,2,3,8,NA,NA,NA,3,8,5,4.625,3.33333333333333,3.5,6,5,93,2,"Accusamus? At dapibus? Dui. Erat ab iaculis wisi justo quis porttitor bibendum. Sem.","Integer felis phasellus mauris nonummy. Cursus pellentesque. Nullam metus, molestie bibendum! Pellentesque magnis auctor? Suscipit.",5,1,3,"","","","","Neutral",3,8,5
"750","Exp1First",2.16666666666667,8,8,8,5,5,2,NA,NA,NA,9,8,1,4.5,3.83333333333333,4,8,5,34,1,"Tincidunt. Proin mi maecenas! Leo pellentesque mattis curabitur at cras.","Suscipit purus nulla per, tempus tempor. Velit nunc, pharetra in auctor vitae.",6,1,4,"","","","","Neutral",9,8,1
"751","Exp2First",3.16666666666667,3,3,6,5,6,1,9,8,4,NA,NA,NA,3.875,3.91666666666667,2,8,9,74,2,"Felis sed tellus sit proin vivamus ipsum in et platea facilisi proin.","Praesent! Euismod curabitur. Ab ac. Arcu dolor auctor lectus turpis turpis tellus platea ut.",1,7,1,"","","","","Neutral",9,8,4
"752","Exp2First",3.16666666666667,8,2,5,5,4,8,NA,NA,NA,1,4,9,4.9375,3.5,1,6,4,42,2,"Montes, nunc luctus luctus platea. Eleifend per diam nibh felis tincidunt wisi ab! Sollicitudin! Proin.","Lectus natoque mattis purus metus vehicula accusamus blandit etiam, tortor.",3,6,7,"","","","","Neutral",1,4,9
"753","Exp2First",3.66666666666667,1,5,6,2,2,6,3,1,5,NA,NA,NA,3.875,3.33333333333333,3.5,3,7,52,4,"Nibh lorem mattis sit risus. Magnis! Sollicitudin purus consequat. Dolor arcu blandit et molestie.","Eget blandit, elit duis convallis in ultrices mattis sagittis interdum sagittis platea curabitur bibendum suspendisse.",1,3,2,"","","","","Neutral",3,1,5
"754","Exp1First",2.33333333333333,8,9,9,1,3,9,7,3,3,NA,NA,NA,4.25,3.25,4,8,6,80,2,"Sit porttitor dolorem dapibus quis rutrum? Morbi interdum dictumst vel pede dapibus.","Cursus vestibulum vestibulum sollicitudin enim accumsan dignissim rutrum leo ante donec.",1,4,3,"","","","","Neutral",7,3,3
"755","Exp2First",3,6,3,6,4,8,1,NA,NA,NA,5,7,1,4.0625,3.08333333333333,5,5,4,30,3,"Mauris temporibus montes urna pellentesque magna quam nulla, mauris eget ut nullam tincidunt ante donec.","Luctus aliquet suspendisse volutpat phasellus et fermentum eget risus eget. Vivamus.",4,4,3,"","","","","Neutral",5,7,1
"756","Exp1First",3.33333333333333,8,8,6,2,9,5,8,9,9,NA,NA,NA,4.25,4.33333333333333,3,5,5,89,1,"Augue atque rutrum dolorem ligula, in natoque, ultricies nunc vel tempor placerat? Phasellus.","Enim quis pretium porttitor tempor lacus, sem. Curabitur, sapien tempora.",6,4,6,"","","","","Neutral",8,9,9
"757","Exp1First",3.66666666666667,5,9,2,5,4,1,NA,NA,NA,9,7,6,4,3.83333333333333,4,5,7,39,1,"Wisi odio neque, praesent vitae fusce magnis auctor venenatis tempus interdum.","Vivamus? Diam odio iaculis ligula. Cras aliquet duis et amet tempus.",5,2,3,"","","","","Neutral",9,7,6
"758","Exp2First",2.66666666666667,1,4,2,3,5,7,2,5,4,NA,NA,NA,4,2.91666666666667,2.5,7,6,79,4,"Porta rhoncus et orci sapien sagittis ab fermentum posuere. Cras, enim est. Facilisi luctus proin.","In nulla morbi nibh culpa orci vel accusamus interdum nec wisi fermentum ullamcorper molestie.",2,1,7,"","","","","Neutral",2,5,4
"759","Exp1First",4.16666666666667,7,8,5,6,5,3,8,3,8,NA,NA,NA,4.375,4,5,8,10,23,3,"Viverra convallis justo turpis vel, consequat turpis dignissim! Purus et consectetuer porta! Dolorem pede dignissim.","Nonummy donec eleifend enim sollicitudin leo tincidunt sapien montes tellus neque a. Dolorem.",3,7,6,"","","","","Neutral",8,3,8
"760","Exp2First",2.83333333333333,1,9,7,8,7,1,NA,NA,NA,7,3,5,4.1875,4.08333333333333,3.5,6,5,79,3,"Gravida. Molestie scelerisque, temporibus eleifend montes volutpat tincidunt ipsum justo ultrices nonummy nibh. Fringilla.","Convallis purus leo aliquet wisi? Wisi eget orci accumsan ultrices. Felis.",4,2,1,"","","","","Neutral",7,3,5
"761","Exp2First",2.5,4,5,4,1,5,4,NA,NA,NA,5,3,8,4.4375,3.5,4,5,8,87,2,"Nunc. Maecenas scelerisque amet etiam massa. Accusamus ante. Atque non a. Enim.","Aenean iaculis. Eu sagittis? Etiam. Quam cursus etiam dolor! Sit sed. Tincidunt.",4,4,1,"","","","","Neutral",5,3,8
"762","Exp2First",2,8,4,1,1,6,2,6,7,4,NA,NA,NA,4.3125,4.16666666666667,6,5,5,10,1,"Sed? Vulputate vestibulum sodales placerat potenti. Tincidunt tempora laoreet urna orci. Sem. Ullamcorper.","Neque sed odio volutpat malesuada imperdiet. Aenean pretium? Metus ultricies! Non magnis id.",4,7,4,"","","","","Neutral",6,7,4
"763","Exp1First",2.66666666666667,1,7,9,5,5,9,5,3,9,NA,NA,NA,4.125,3.16666666666667,3.5,6,3,87,1,"Sed accumsan integer viverra? Pede phasellus luctus justo justo luctus tortor iaculis.","Purus auctor dolorem accusamus? Sapien vulputate interdum. Felis risus auctor.",4,3,2,"","","","","Neutral",5,3,9
"764","Exp2First",2.83333333333333,6,9,4,9,7,5,NA,NA,NA,2,1,3,3.625,3.58333333333333,2.5,5,4,24,2,"Neque volutpat dolorem vestibulum augue elementum? Dolorem scelerisque auctor volutpat diam odio aliquet? Viverra.","Malesuada pede velit primis dolor ultrices leo ullamcorper urna! Consectetuer erat! Ligula dolorem urna.",5,6,5,"","","","","Neutral",2,1,3
"765","Exp1First",3.33333333333333,1,8,3,2,7,9,NA,NA,NA,7,7,7,4.1875,3.25,2,4,4,59,3,"Tellus tempor tincidunt vulputate scelerisque vulputate dictumst sagittis posuere convallis morbi enim.","Metus rhoncus atque, placerat wisi nullam imperdiet tempor phasellus volutpat maecenas? Turpis orci fermentum.",3,4,4,"","","","","Neutral",7,7,7
"766","Exp1First",2.66666666666667,7,1,1,1,3,2,NA,NA,NA,9,3,6,4.375,3.75,2,6,6,6,4,"Eleifend temporibus dolor, eget integer consequat mauris. Non justo pretium sem? Fringilla.","Montes! Interdum euismod at, amet, rhoncus a wisi vel morbi.",4,6,2,"","","","","Neutral",9,3,6
"767","Exp1First",4,4,7,7,9,8,3,NA,NA,NA,8,3,9,4,4.5,5,7,7,76,1,"Phasellus luctus dolorem montes orci integer aenean, venenatis ac turpis risus dolor aliquet laoreet.","Ac! Blandit! Odio consectetuer fusce viverra. Urna dapibus wisi at aliquet! Fermentum.",1,2,2,"","","","","Neutral",8,3,9
"768","Exp2First",3.5,7,1,6,8,9,8,NA,NA,NA,8,4,8,4.125,3.33333333333333,4,9,4,33,1,"Augue convallis etiam? Amet. Enim diam! Fringilla curabitur metus nonummy.","Suscipit id! Diam tempor tempor pharetra atque cras laoreet maecenas blandit felis.",2,3,4,"","","","","Neutral",8,4,8
"769","Exp2First",2.5,4,2,8,2,9,1,3,2,2,NA,NA,NA,4.375,3.5,3.5,5,2,79,3,"Magna velit rutrum commodo id sagittis imperdiet sollicitudin ligula. Wisi. Nec nibh at.","Commodo integer. Aliquet porta tellus ultrices, ridiculus proin. Dolorem dolor lectus.",4,3,3,"","","","","Neutral",3,2,2
"770","Exp1First",2,6,3,4,9,5,4,NA,NA,NA,4,4,7,4.5,4.16666666666667,4,4,11,27,3,"Egestas ultrices tempus wisi nulla facilisi at vestibulum eleifend porta! Cras temporibus amet suspendisse ultricies.","Phasellus mauris? Dapibus aliquet? Fermentum felis euismod justo. Potenti sollicitudin.",4,4,7,"","","","","Neutral",4,4,7
"771","Exp1First",2.66666666666667,9,1,6,7,2,6,NA,NA,NA,5,2,1,3.625,3.5,3.5,3,5,37,4,"Ridiculus euismod. Imperdiet? Felis per malesuada primis consectetuer at. Urna luctus accusamus commodo mauris velit.","Tincidunt nonummy. Sollicitudin! Lacus maecenas cras bibendum elementum luctus dolorem atque fusce temporibus nibh.",2,7,3,"","","","","Neutral",5,2,1
"772","Exp1First",2.83333333333333,1,4,8,6,9,6,4,4,6,NA,NA,NA,4.25,4.33333333333333,4,4,6,19,3,"Scelerisque sapien donec, mauris lacus id ullamcorper. Dui? Sed donec sem.","Aliquet erat magnis montes dolorem per elit eget erat nonummy.",5,4,6,"","","","","Neutral",4,4,6
"773","Exp1First",2,1,2,9,6,1,8,NA,NA,NA,1,2,1,4.8125,3.33333333333333,7,6,4,44,1,"Accumsan! Luctus pellentesque odio pretium mauris cursus augue scelerisque? Vulputate vestibulum placerat dictumst aliquet.","Ligula fusce. Massa. Accumsan mi mauris, mattis enim. Augue id. Rutrum vestibulum, elementum.",5,7,4,"","","","","Neutral",1,2,1
"774","Exp1First",3.16666666666667,4,1,5,9,5,2,2,7,1,NA,NA,NA,4.625,3.75,2.5,9,7,32,2,"Vel, vivamus. Odio ab luctus at turpis est suspendisse imperdiet iaculis mauris.","Eu. Justo sollicitudin curabitur donec pretium quis vivamus urna odio! Aliquet neque! Nulla ut consequat.",2,7,6,"","","","","Neutral",2,7,1
"775","Exp1First",2.33333333333333,8,8,6,5,2,3,1,3,9,NA,NA,NA,4.5,3.91666666666667,2,4,7,52,4,"Ante. Per faucibus amet sodales quam! Eu a? Mauris ipsum, aliquam eu ante luctus.","Quis tempus integer primis pharetra. Ligula tempora non laoreet potenti.",1,4,5,"","","","","Neutral",1,3,9
"776","Exp1First",4,8,1,4,6,8,5,7,7,3,NA,NA,NA,4.25,4.58333333333333,2,9,10,58,4,"Metus tincidunt praesent platea volutpat. At felis euismod id eget eu mauris. Vitae viverra.","Metus ut justo faucibus non augue quis? Nunc etiam ultricies id integer.",1,3,1,"","","","","Neutral",7,7,3
"777","Exp1First",2.83333333333333,8,9,1,1,3,9,3,7,7,NA,NA,NA,4.1875,3.66666666666667,4.5,8,6,89,3,"Consequat urna? Tempora ac mattis consectetuer et dolorem auctor pede lorem felis! Dolorem.","Montes. Nullam est, phasellus. Aenean mattis aliquet wisi vehicula. Fermentum dapibus.",2,4,7,"","","","","Neutral",3,7,7
"778","Exp1First",3,4,2,5,4,9,8,NA,NA,NA,3,1,7,3.9375,3.41666666666667,4,9,8,39,1,"Ridiculus! Duis primis ut dolorem rutrum? Suspendisse vestibulum elit tincidunt integer! Risus. Ullamcorper molestie.","Praesent ultrices magnis platea, tellus imperdiet elementum posuere felis non neque.",3,3,3,"","","","","Neutral",3,1,7
"779","Exp1First",3.5,6,6,8,6,3,4,NA,NA,NA,2,9,7,4.0625,3.75,1.5,4,2,67,1,"Justo, euismod tortor morbi tempor morbi natoque primis sed! Facilisi elit eros.","Dolor. Faucibus, wisi? Elit non vitae. Sem! Tellus leo sed.",2,6,3,"","","","","Neutral",2,9,7
"780","Exp1First",3.16666666666667,2,9,1,7,1,3,1,9,6,NA,NA,NA,4.6875,3.91666666666667,1.5,7,7,42,1,"Cras ut consequat felis leo in metus. Vivamus duis? Enim? Rhoncus wisi tempora temporibus, justo.","Pharetra diam accumsan suscipit. Euismod. Amet laoreet luctus? Dui metus luctus.",3,7,7,"","","","","Neutral",1,9,6
"781","Exp1First",3.5,3,2,9,2,2,6,NA,NA,NA,4,4,8,4.25,3.75,2.5,8,9,8,4,"Sapien dui! Accusamus eleifend, tortor montes tempus platea id facilisi bibendum natoque.","Eget! Leo elementum sodales! Dolor dapibus vitae diam accumsan arcu.",5,2,3,"","","","","Neutral",4,4,8
"782","Exp1First",2.33333333333333,2,1,4,3,8,9,2,8,2,NA,NA,NA,4.1875,4.08333333333333,5.5,5,8,21,3,"Suspendisse. Phasellus venenatis mauris dignissim praesent donec lacus? Gravida. Dolor facilisis quam.","Rutrum vestibulum. Dignissim magna tempor! Odio vitae! Augue mauris morbi convallis.",6,7,5,"","","","","Neutral",2,8,2
"783","Exp2First",3.66666666666667,3,4,8,6,6,4,NA,NA,NA,3,3,8,4.0625,3.58333333333333,2.5,4,2,24,4,"Lacus ab scelerisque mauris pretium ridiculus accumsan? Fringilla augue. Ultrices.","Proin dui vel magna! Ullamcorper tincidunt enim ridiculus phasellus. Ridiculus arcu? Rutrum tempus etiam.",2,5,7,"","","","","Neutral",3,3,8
"784","Exp2First",3,1,4,3,6,2,1,2,8,6,NA,NA,NA,3.25,3.66666666666667,2.5,6,6,25,3,"Euismod purus massa felis tellus leo justo at! Magna pretium nulla tincidunt vulputate.","Bibendum ultricies lectus phasellus, sem! Cursus ullamcorper, scelerisque dignissim atque dictumst.",2,3,5,"","","","","Neutral",2,8,6
"785","Exp2First",2.83333333333333,7,2,8,5,9,8,NA,NA,NA,3,8,6,4.5625,4.08333333333333,1.5,4,8,2,3,"Felis pharetra potenti fermentum at auctor et fringilla neque iaculis, wisi erat.","Pharetra id? Diam velit. Atque aenean gravida fringilla, nonummy, pretium laoreet non. Mi sodales, augue.",4,2,4,"","","","","Neutral",3,8,6
"786","Exp2First",2.16666666666667,4,5,4,7,3,7,8,8,1,NA,NA,NA,4.6875,3.75,5.5,6,6,52,4,"Non velit euismod felis etiam praesent commodo. Vulputate volutpat. Ab, lacus. Natoque sit laoreet.","Convallis porttitor velit egestas pretium temporibus pede ullamcorper molestie, elit. Facilisis volutpat nec lacus.",6,5,4,"","","","","Neutral",8,8,1
"787","Exp2First",1.83333333333333,1,4,9,7,8,4,NA,NA,NA,3,1,5,3.6875,3.83333333333333,4.5,5,7,31,1,"Commodo atque massa orci diam vestibulum natoque mattis accumsan sollicitudin.","Tortor at tincidunt! Platea atque iaculis ac. Integer nullam vehicula elementum mattis. Odio mauris.",4,2,4,"","","","","Neutral",3,1,5
"788","Exp1First",2.66666666666667,3,7,7,8,9,1,NA,NA,NA,3,5,4,4.6875,3.58333333333333,3.5,6,8,1,4,"Luctus. Mauris malesuada montes! Egestas auctor accumsan lorem massa ut rutrum curabitur molestie.","Nibh venenatis est atque urna commodo sodales lectus morbi nibh arcu magna curabitur.",4,2,7,"","","","","Neutral",3,5,4
"789","Exp2First",3.33333333333333,6,6,2,6,3,7,7,5,9,NA,NA,NA,4,3.91666666666667,3,6,7,60,4,"Augue pharetra tempor? Placerat vel ab imperdiet volutpat ultrices! Ultrices erat aliquam fermentum wisi.","Ante faucibus temporibus non. Eleifend neque felis nullam eu molestie potenti luctus sapien et sit.",1,1,1,"","","","","Neutral",7,5,9
"790","Exp2First",3.33333333333333,2,9,8,9,9,5,8,9,1,NA,NA,NA,4.1875,4.08333333333333,1,6,6,25,1,"Dapibus montes imperdiet eu sit primis natoque bibendum etiam mi.","Per accusamus non ultrices. Lacus egestas! Pede, temporibus elementum ligula? Ab rutrum.",6,4,4,"","","","","Neutral",8,9,1
"791","Exp2First",2.83333333333333,4,3,5,2,4,8,5,1,9,NA,NA,NA,4.0625,3.58333333333333,3.5,10,9,87,3,"Ullamcorper et, ligula sapien porttitor dolor ultricies at. Quis donec ut sodales.","Culpa? Tincidunt magnis? Neque cursus. Ab eu natoque egestas ab.",3,3,5,"","","","","Neutral",5,1,9
"792","Exp1First",2.66666666666667,6,2,3,2,4,4,6,4,5,NA,NA,NA,3.625,3.33333333333333,3.5,3,3,95,4,"Ridiculus ante, leo fermentum cras potenti tempor pharetra, donec molestie.","Nec est proin justo? Mi id arcu wisi mi convallis a lacus ultricies laoreet.",6,1,4,"","","","","Neutral",6,4,5
"793","Exp1First",2.66666666666667,3,7,9,2,1,3,8,3,6,NA,NA,NA,4.625,3.83333333333333,2,5,9,59,3,"Aliquet? Ridiculus dictumst dictumst eu facilisi justo sagittis luctus mattis.","Aliquet eleifend? Tempus! Aliquet aliquam sed accumsan, leo lacus sit dui, magnis fringilla ac.",6,2,1,"","","","","Neutral",8,3,6
"794","Exp2First",3.5,8,8,2,6,8,3,NA,NA,NA,5,9,8,4.5,3.91666666666667,4.5,7,6,37,3,"Temporibus ultrices, scelerisque nulla augue! Phasellus diam odio lacus morbi at mattis interdum rutrum curabitur.","Etiam massa nunc. Leo tellus ridiculus morbi mattis vehicula? Nunc ullamcorper vel.",1,5,4,"","","","","Neutral",5,9,8
"795","Exp1First",3,8,9,1,9,2,5,NA,NA,NA,5,4,1,4,3.41666666666667,2,4,6,49,1,"Commodo fusce, vitae dolorem neque rutrum primis vivamus porta sapien.","Turpis vulputate, bibendum montes tempus accusamus lorem aenean venenatis, augue.",1,3,6,"","","","","Neutral",5,4,1
"796","Exp2First",3.5,8,3,1,8,3,6,NA,NA,NA,2,4,8,4.5,3.5,6,9,4,54,1,"Aliquam. Cursus sagittis ultricies. Leo malesuada! Natoque ultricies et justo.","Ut. Risus turpis dictumst elit natoque cursus viverra, blandit sapien erat temporibus. Eros nonummy purus.",2,6,2,"","","","","Neutral",2,4,8
"797","Exp2First",3.5,8,3,5,3,2,5,NA,NA,NA,7,2,7,4.0625,3.5,6,7,6,8,3,"Dolor! Etiam per wisi! Ultrices convallis id ab. Tellus ipsum porttitor blandit platea.","Nunc suscipit nullam nibh urna sit sit viverra sapien magna, blandit lorem.",2,7,7,"","","","","Neutral",7,2,7
"798","Exp1First",3.33333333333333,9,8,9,3,4,8,3,6,9,NA,NA,NA,4.125,3.66666666666667,2.5,7,3,54,3,"Integer non rutrum, justo aliquet risus curabitur odio interdum culpa amet.","Consequat ipsum ac wisi massa consequat. Suspendisse rutrum. Fermentum accusamus. Suscipit suscipit elementum. Rutrum gravida.",4,5,5,"","","","","Neutral",3,6,9
"799","Exp1First",2.66666666666667,7,6,4,5,1,1,5,9,3,NA,NA,NA,4.3125,3.75,4,3,4,95,2,"Augue. Scelerisque? Temporibus. Lorem suscipit urna laoreet? Potenti nunc etiam eleifend platea.","Nunc. Vehicula. Metus curabitur vivamus? Velit augue malesuada dui risus purus vivamus egestas.",1,2,5,"","","","","Neutral",5,9,3
"800","Exp2First",3.33333333333333,9,1,6,4,6,3,NA,NA,NA,9,5,9,4.9375,3.66666666666667,2,3,6,6,1,"Sagittis purus fringilla odio ac vehicula tempora massa. Risus et accusamus, ligula lectus etiam.","Tincidunt duis platea quis, dictumst! Rutrum atque? Maecenas arcu posuere cursus dapibus. Consectetuer gravida.",3,6,5,"","","","","Neutral",9,5,9
"801","Exp2First",2.5,4,9,6,7,6,9,2,3,6,NA,NA,NA,3.9375,3.75,5,7,7,72,1,"Magna dolorem fermentum vivamus sed vitae phasellus. Rutrum per fusce! Vulputate ridiculus. Facilisi.","Magna etiam consectetuer. Wisi diam vivamus. Lectus? Volutpat nulla diam! Imperdiet natoque.",3,2,1,"","","","","Negative",2,3,6
"802","Exp2First",2.33333333333333,3,7,6,5,7,4,NA,NA,NA,4,9,4,4.125,3.41666666666667,4.5,5,9,95,4,"Lectus blandit vel venenatis ultrices leo eget lacus diam eros augue fusce.","Curabitur dignissim lectus sagittis viverra ligula. Sodales facilisis ipsum per.",4,6,1,"","","","","Negative",4,9,4
"803","Exp1First",2.5,1,7,5,9,9,4,NA,NA,NA,7,7,4,4.625,3.83333333333333,5.5,1,5,81,4,"Venenatis tellus, orci nunc orci praesent? Praesent platea, nulla vitae praesent.","Sit! Orci. Ligula faucibus nec vitae dui ac viverra scelerisque.",4,7,5,"","","","","Negative",7,7,4
"804","Exp2First",2.5,1,1,4,9,9,8,6,5,2,NA,NA,NA,5.0625,4.58333333333333,5.5,4,3,88,3,"Iaculis mattis placerat. Eleifend malesuada porttitor praesent tempora montes? Elementum iaculis pretium. Egestas, diam sem.","Blandit non donec pharetra aliquet tempora. Scelerisque erat sodales lorem eu.",5,5,1,"","","","","Negative",6,5,2
"805","Exp1First",2.5,7,6,8,1,5,3,NA,NA,NA,5,7,8,4.6875,4.41666666666667,1.5,6,6,51,2,"Dolorem rhoncus orci laoreet tellus aenean consectetuer pellentesque nunc purus ipsum nec aliquet consequat. Atque.","Consequat placerat amet porta sagittis phasellus sodales viverra. Ultrices fermentum dictumst est.",4,1,2,"","","","","Negative",5,7,8
"806","Exp1First",3.5,5,3,4,4,4,8,7,4,5,NA,NA,NA,5.125,4.66666666666667,4.5,3,4,49,4,"Ultrices vivamus lacus? Dapibus luctus! Magnis nullam? Fusce. Ullamcorper. Tempora viverra.","Facilisi. Aliquet ante et consectetuer ultricies consequat. Posuere quis tincidunt a tortor.",5,4,1,"","","","","Negative",7,4,5
"807","Exp1First",3.5,8,7,7,3,9,4,3,9,3,NA,NA,NA,4.8125,2.83333333333333,5,4,4,90,1,"Eget curabitur. Justo ultricies laoreet vehicula, primis elit eu ipsum sit. Magnis orci.","Quam, dolorem fermentum nullam facilisi ultrices leo eleifend. Vivamus. Curabitur accusamus platea.",3,3,5,"","","","","Negative",3,9,3
"808","Exp1First",3.16666666666667,9,8,8,9,7,8,NA,NA,NA,3,7,9,4.8125,3.5,5,6,5,81,4,"Suscipit quam laoreet sem duis suspendisse curabitur! Platea molestie? Ultrices laoreet tempus sollicitudin interdum.","Laoreet ante venenatis aenean facilisis! Viverra morbi? Praesent gravida eu convallis eros.",1,2,3,"","","","","Negative",3,7,9
"809","Exp1First",2.66666666666667,3,7,1,9,4,5,NA,NA,NA,3,7,5,3.75,4.08333333333333,3,5,6,86,2,"Porta convallis sodales risus primis vivamus eleifend? Eu cras aliquam aenean dapibus fringilla.","Malesuada leo dolor maecenas elementum! Venenatis placerat lacus duis mauris.",2,3,6,"","","","","Negative",3,7,5
"810","Exp2First",2,1,2,6,5,3,7,8,5,2,NA,NA,NA,4.0625,4.25,4,6,6,33,4,"Potenti? Blandit pede fringilla maecenas blandit aliquam ullamcorper aenean, porttitor dictumst elementum a quam.","Volutpat fusce? Metus lectus gravida placerat arcu amet risus vestibulum.",2,3,5,"","","","","Negative",8,5,2
"811","Exp1First",3,4,7,5,3,4,4,3,8,1,NA,NA,NA,4.1875,3.5,5,5,4,48,3,"Integer in volutpat luctus quis lorem magna. Porta fermentum lorem orci consequat cursus, malesuada consectetuer.","At faucibus wisi dolor magnis rutrum felis tempora. Rutrum consectetuer vulputate morbi primis elementum.",5,5,2,"","","","","Negative",3,8,1
"812","Exp2First",3.5,9,1,6,8,3,5,NA,NA,NA,3,4,2,4.625,4.25,5.5,5,5,93,2,"Dolor vehicula. Ligula. Ullamcorper curabitur eros purus, sollicitudin sem. Aliquet ultricies dolor scelerisque.","Pretium potenti posuere tempor euismod. Nunc commodo cursus natoque etiam tortor donec lectus.",3,2,5,"","","","","Negative",3,4,2
"813","Exp2First",2.5,7,5,2,8,2,3,9,1,5,NA,NA,NA,4,3.83333333333333,6.5,4,6,36,2,"Facilisis aenean. Dapibus bibendum? Justo malesuada. Ipsum vitae euismod iaculis, venenatis pharetra nec neque? Justo.","Interdum. Ipsum enim augue dictumst dui rhoncus nibh montes rhoncus urna.",5,1,3,"","","","","Negative",9,1,5
"814","Exp1First",4.33333333333333,4,3,4,8,4,2,NA,NA,NA,6,1,5,3.8125,3.66666666666667,3,3,2,28,2,"Vitae euismod! Fringilla nullam nullam auctor accumsan, per porttitor egestas.","Mauris facilisi montes vitae pharetra dignissim gravida posuere pharetra accumsan.",1,3,6,"","","","","Negative",6,1,5
"815","Exp2First",3.83333333333333,2,8,3,6,7,4,NA,NA,NA,2,3,3,4.375,3.08333333333333,2,6,6,18,2,"Sagittis? Porta dictumst lectus porttitor. Turpis sed, facilisi euismod dolorem.","Vitae integer porta? Aliquam tempora potenti suscipit auctor purus pellentesque. Suscipit duis id id.",2,5,2,"","","","","Negative",2,3,3
"816","Exp2First",3.5,2,4,2,9,6,8,NA,NA,NA,3,5,8,4.4375,3.66666666666667,5.5,5,9,90,3,"Ligula at pharetra culpa. Facilisis eros porta vivamus? Laoreet praesent! Ac, pellentesque.","Leo velit mattis potenti. Dui atque tincidunt. Nunc nec interdum.",2,4,1,"","","","","Negative",3,5,8
